"","HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","X"
"195",5179,NA,"thurston_06","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"196",5180,NA,"thurston_08","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","",""
"197",5181,1,"thurston_08","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","220 Wellman",1,"1","",""
"198",5182,NA,"thurston_08","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","220 Wellman",1,"1","",""
"199",5183,1,"thurston_08","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"200",5184,NA,"thurston_08","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","",""
"201",5185,1,"thurston_08","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","220 Wellman",1,"1","",""
"202",5186,NA,"thurston_12","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","",""
"203",5187,1,"thurston_12","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","220 Wellman",1,"1","",""
"204",5188,NA,"thurston_12","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"205",5189,1,"thurston_12","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","220 Wellman",1,"","",""
"206",5190,NA,"thurston_12","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","",""
"207",5191,1,"thurston_12","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","220 Wellman",1,"1","",""
"208",5192,NA,"thurston_01","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","UHH",1,"","",""
"209",5193,NA,"thurston_01","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","NEED TO FIND",1,"","",""
"210",5194,NA,"thurston_01","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"211",5195,1,"thurston_01","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","220 Wellman",1,"1","",""
"212",5196,NA,"thurston_01","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","",""
"213",5197,1,"thurston_01","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","220 Wellman",1,"1","",""
"214",5198,NA,"thurston_04","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","",""
"215",5199,1,"thurston_04","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","220 Wellman",1,"1","",""
"216",5200,NA,"thurston_04","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"217",5201,NA,"thurston_04","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","NEED TO FIND",1,"","",""
"218",5202,NA,"thurston_04","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","",""
"219",5203,1,"thurston_04","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","220 Wellman",1,"1","",""
"220",5204,NA,"thurston_05","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","",""
"221",5205,NA,"thurston_05","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"222",5206,NA,"thurston_05","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"223",5207,1,"thurston_05","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","220 Wellman",1,"","",""
"224",5208,NA,"thurston_05","8/11/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","",""
"225",5209,1,"thurston_05","8/11/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","220 Wellman",1,"1","",""
"226",5210,NA,"olaa_12","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"227",5211,NA,"olaa_12","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"228",5212,NA,"olaa_12","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"229",5213,NA,"olaa_12","8/17/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","","UHH",1,"","",""
"230",5214,NA,"olaa_06","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"231",5215,NA,"olaa_06","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"232",5216,NA,"olaa_06","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"233",5217,NA,"olaa_06","8/17/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","UHH",1,"","",""
"234",5218,NA,"olaa_10","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"235",5219,NA,"olaa_10","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"236",5220,NA,"olaa_10","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"237",5221,NA,"olaa_10","8/17/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","UHH",1,"","",""
"238",5222,NA,"olaa_01","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"239",5223,NA,"olaa_01","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"240",5224,NA,"olaa_01","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"241",5225,NA,"olaa_01","8/17/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","UHH",1,"","",""
"242",5226,NA,"olaa_03","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"243",5227,NA,"olaa_03","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"244",5228,NA,"olaa_03","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"245",5229,NA,"olaa_03","8/17/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","UHH",1,"","",""
"246",5230,NA,"olaa_02","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"247",5231,NA,"olaa_02","8/17/14","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"248",5232,NA,"olaa_02","8/17/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"249",5233,NA,"olaa_02","8/17/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","E","UHH",1,"","",""
"250",5234,NA,"kaiholenaOld_10","8/18/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"251",5235,NA,"kaiholenaOld_10","8/18/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"252",5236,NA,"kaiholenaOld_10","8/18/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"253",5237,1,"kaiholenaOld_10","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","C","Wellman 220",1,"","already sorted",""
"254",5238,NA,"kaiholenaOld_04","8/18/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"255",5239,NA,"kaiholenaOld_04","8/18/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","UHH",1,"","",""
"256",5240,NA,"kaiholenaOld_04","8/18/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","UHH",1,"","",""
"257",5241,NA,"kaiholenaOld_04","8/18/2014","C. Ewing, T. Fezza","soil extraction","","","","","","","A","NEED TO FIND",1,"","",""
"258",5242,NA,"flow1973_081","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"259",5243,NA,"flow1973_081","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"260",5244,NA,"flow1973_081","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"261",5245,NA,"flow1973_079","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"2","",""
"262",5246,NA,"flow1973_079","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"263",5247,NA,"flow1973_079","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"264",5248,NA,"flow1973_084","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"265",5249,NA,"flow1973_084","8/20/2014","C. Ewing, T. Fezza","leafe litter","","","","","","","C","UHH",1,"","",""
"266",5250,NA,"flow1973_084","8/21/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"2","Was labeled as 5256 in the vial; changed by Monica",""
"267",5251,NA,"flow1973_110","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"2","",""
"268",5252,NA,"flow1973_110","8/20/14","C. Ewing, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"269",5253,NA,"flow1973_110","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"270",5254,NA,"treePlanting_05","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"271",5255,NA,"treePlanting_05","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"272",5256,NA,"treePlanting_05","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"273",5257,NA,"treePlanting_05","8/25/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","E","NEED TO FIND",1,"","",""
"274",5258,NA,"treePlanting_06","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"275",5259,NA,"treePlanting_06","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"1","",""
"276",5260,NA,"treePlanting_06","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"277",5261,NA,"treePlanting_06","8/25/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"278",5262,NA,"treePlanting_04","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"279",5263,NA,"treePlanting_04","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"280",5264,NA,"treePlanting_04","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"281",5265,NA,"treePlanting_04","8/25/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"282",5266,NA,"treePlanting_02","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"283",5267,NA,"treePlanting_02","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"284",5268,NA,"treePlanting_02","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"285",5269,NA,"treePlanting_02","8/25/2014","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"286",5270,NA,"treePlanting_01","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","UHH",1,"","",""
"287",5271,NA,"treePlanting_01","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"288",5272,NA,"treePlanting_01","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"289",5273,NA,"treePlanting_01","8/25/14","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"290",5274,NA,"treePlanting_03","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","added by Monica from Curtis' database",""
"291",5275,NA,"treePlanting_03","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","added by Monica from Curtis' database",""
"292",5276,NA,"treePlanting_03","8/25/2014","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","added by Monica from Curtis' database",""
"293",5301,NA,"flow1973_107","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"294",5302,NA,"flow1973_107","8/20/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"1","added by Monica from Curtis' database",""
"295",5303,NA,"flow1973_107","8/21/2014","C. Ewing, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"296",5304,NA,"escape_04","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"297",5305,NA,"escape_04","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"298",5306,NA,"escape_04","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"299",5307,NA,"escape_04","9/3/2014","T. Fezza, B. Cote","soil extraction","","","","","","","E","Wellman 220",1,"","",""
"300",5308,NA,"escape_06","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","A","UHH",1,"","",""
"301",5309,NA,"escape_06","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"302",5310,NA,"escape_06","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"303",5311,NA,"escape_06","9/3/2014","T. Fezza, B. Cote","soil extraction","","","","","","","C","Wellman 220",1,"","",""
"304",5312,NA,"escape_02","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"305",5313,NA,"escape_02","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"306",5314,NA,"escape_02","9/3/2014","T. Fezza, B. Cote","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"307",5315,NA,"escape_02","9/3/2014","T. Fezza, B. Cote","soil extraction","","","","","","","C","Wellman 220",1,"3","",""
"308",5319,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","",""
"309",5320,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","",""
"310",5321,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","NEED TO FIND",1,"","",""
"311",5322,NA,"kohalaYng_08","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","UHH",1,"","",""
"312",5323,NA,"kohalaYng_08","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"313",5324,NA,"kohalaYng_08","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"314",5325,NA,"kohalaYng_08","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","A","Wellman 220",1,"","",""
"315",5326,NA,"kohalaYng_07","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"316",5327,NA,"kohalaYng_07","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"317",5328,NA,"kohalaYng_07","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"318",5329,NA,"kohalaYng_07","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","C","Wellman 220",1,"","",""
"319",5330,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","UHH",1,"","",""
"320",5331,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"321",5332,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"322",5333,NA,"kohalaYng_20","9/9/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","A","NEED TO FIND",1,"","",""
"323",5334,NA,"kohalaYng_04","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","NEED TO FIND",1,"","",""
"324",5335,NA,"kohalaYng_04","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","NEED TO FIND",1,"","",""
"325",5336,NA,"kohalaYng_04","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","NEED TO FIND",1,"","",""
"326",5337,NA,"kohalaYng_04","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","C","Wellman 220",1,"","",""
"327",5341,NA,"kohalaYng_10","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"328",5342,NA,"kohalaYng_10","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"329",5343,NA,"kohalaYng_10","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"330",5344,NA,"kohalaYng_10","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","C","NEED TO FIND",1,"","",""
"331",5348,NA,"kohalaYng_03","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"332",5349,NA,"kohalaYng_03","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"333",5350,NA,"kohalaYng_03","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"334",5351,NA,"kohalaYng_03","9/10/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","E","UHH",1,"","",""
"335",5355,NA,"kohalaOld_06","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","UHH",1,"","",""
"336",5356,NA,"kohalaOld_06","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"337",5357,NA,"kohalaOld_06","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"338",5358,NA,"kohalaOld_06","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","C","UHH",1,"","",""
"339",5362,NA,"kohalaOld_05","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","UHH",1,"","",""
"340",5363,NA,"kohalaOld_05","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","Wellman 220",1,"","",""
"341",5364,NA,"kohalaOld_05","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"342",5365,NA,"kohalaOld_05","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","E","UHH",1,"","",""
"343",5369,NA,"kohalaOld_01","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","UHH",1,"","",""
"344",5370,NA,"kohalaOld_01","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"345",5371,NA,"kohalaOld_01","9/11/2014","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"346",5372,NA,"kohalaOld_01","9/11/14","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","A","UHH",1,"","",""
"347",5376,NA,"kohalaOld_03","9/11/14","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","UHH",1,"","",""
"348",5377,NA,"kohalaOld_03","9/11/14","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","UHH",1,"","",""
"349",5378,NA,"kohalaOld_03","9/11/14","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","UHH",1,"","",""
"350",5379,NA,"kohalaOld_03","9/11/14","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","A","UHH",1,"","",""
"351",5383,1,"kohalaOld_07","9/12/14","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","A","Wellman 220",1,"","already sorted",""
"352",5384,NA,"kohalaOld_07","9/12/14","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","C","NEED TO FIND",1,"","",""
"353",5385,NA,"kohalaOld_07","9/12/14","C. Ewing, T. Fezza, A. DeMarco","leaf litter","","","","","","","E","NEED TO FIND",1,"","",""
"354",5386,NA,"kohalaOld_07","9/12/14","C. Ewing, T. Fezza, A. DeMarco","soil extraction","","","","","","","A","UHH",1,"","",""
